Title,Severity,URL
NoSQL injection in listEmojiCustom method call,High,https://hackerone.com/reports/1757676
SQL Injection at https://████ via ███ parameter,Critical,https://hackerone.com/reports/1935151
Time Based SQL Injection,Critical,https://hackerone.com/reports/1878584
GitHub Security Lab (GHSL) Vulnerability Report: SQLInjection in FileContentProvider.kt (GHSL-2022-059),Medium,https://hackerone.com/reports/1650264
SQL Injection in CVE Discovery Search ,High,https://hackerone.com/reports/1893800
Sql Injection At █████████,Medium,https://hackerone.com/reports/1723896
SQL Injection at https://████████.asp (█████████) [selMajcom] [HtUS],Critical,https://hackerone.com/reports/1628408
SQL Injection on [█████████],High,https://hackerone.com/reports/1213207
Unauthenticated SQL Injection at █████████  [HtUS],Critical,https://hackerone.com/reports/1626226
SQL Injection through /include/findusers.php,Critical,https://hackerone.com/reports/1081145
Regex account takeover,Critical,https://hackerone.com/reports/1581059
time based SQL injection at [https://███] [HtUS],Critical,https://hackerone.com/reports/1627970
SQL injection at [█████████] [HtUS],Critical,https://hackerone.com/reports/1626198
SQL injection at [https://█████████] [HtUS],Critical,https://hackerone.com/reports/1627995
"Ability to escape database transaction through SQL injection, leading to arbitrary code execution",High,https://hackerone.com/reports/1663299
sql injection via https://setup.p2p.ihost.com/,Critical,https://hackerone.com/reports/1567516
SQL Injection on https://████████/,High,https://hackerone.com/reports/232378
SQL Injection on █████,High,https://hackerone.com/reports/277380
SQL injextion via vulnerable doctrine/dbal version,High,https://hackerone.com/reports/1390331
SQL injection in URL path processing on www.ibm.com,Critical,https://hackerone.com/reports/1527284
Blind SQL Injection,Medium,https://hackerone.com/reports/771215
SQL INJECTION  in https://████/██████████ ,Medium,https://hackerone.com/reports/723044
"SQL Injection on https://soa-accp.glbx.tva.gov/ via ""/api/"" path - VI-21-015",Critical,https://hackerone.com/reports/1125752
SQL Injection in █████,Critical,https://hackerone.com/reports/1489744
SQL Injection at https://files.palantir.com/ due to CVE-2021-38159,High,https://hackerone.com/reports/1525200
SQL injection at /admin.php?/cp/members/create,Medium,https://hackerone.com/reports/968240
Saving Christmas from Grinchy Gods,Critical,https://hackerone.com/reports/1434017
SQL Injection and plaintext passwords via User Search,High,https://hackerone.com/reports/703819
SQL Injection in IBM access control panel & Broken access in admin panel,Critical,https://hackerone.com/reports/1355817
bypass sql injection #1109311,Medium,https://hackerone.com/reports/1224660
SQL injection located in `███` in POST param `████████` ,High,https://hackerone.com/reports/1262757
SQL injection [futexpert.mtngbissau.com],High,https://hackerone.com/reports/924855
blind sql on [selfcare.mtn.com.af],Medium,https://hackerone.com/reports/925007
SQL Injection in agent-manager,High,https://hackerone.com/reports/962889
Blind SQL Injection ,Critical,https://hackerone.com/reports/1069531
SQLi on █████████,High,https://hackerone.com/reports/954667
SQL Injection on the administrator panel,Critical,https://hackerone.com/reports/865436
ccc ctf ,Critical,https://hackerone.com/reports/1216085
SQL injection on admin.acronis.host development web service,High,https://hackerone.com/reports/923020
100K CTF's Writeup,Critical,https://hackerone.com/reports/1216591
ccc.h1ctf.com CTF,Critical,https://hackerone.com/reports/1215919
H1-CTF 100k Solution - Congratz on the 100k Rep todayisnew,Critical,https://hackerone.com/reports/1216408
SQL injection in  https://www.acronis.cz/ via the log parameter,Medium,https://hackerone.com/reports/1109311
Blind SQL iNJECTION ,Medium,https://hackerone.com/reports/1102591
SQLI on desafio5estrelas.com ,Medium,https://hackerone.com/reports/476150
SQLI on uberpartner.eu leads to exposure of sensitive user data of Uber partners,High,https://hackerone.com/reports/361623
Taking Grinch Down To Save Holidays,Critical,https://hackerone.com/reports/1067037
SQL injection when configuring a database ,Low,https://hackerone.com/reports/983710
CTF Writeup,Critical,https://hackerone.com/reports/1066233
SQL Injection in www.██████████,High,https://hackerone.com/reports/1015406
First CTF ever!,Critical,https://hackerone.com/reports/1069263
SQL Injection  intensedebate.com,Medium,https://hackerone.com/reports/1069561
[intensedebate.com] SQL Injection Time Based on /changeReplaceOpt.php,Critical,https://hackerone.com/reports/1042746
[intensedebate.com] SQL Injection Time Based On /js/commentAction/,Critical,https://hackerone.com/reports/1044698
Sql injection on docs.atavist.com,High,https://hackerone.com/reports/1039315
[SQLI ]Time Bassed Injection at ██████████ via /██████/library.php?c=G14 parameter,High,https://hackerone.com/reports/1024984
Blind SQL injection at tsftp.informatica.com,Critical,https://hackerone.com/reports/1034625
[████] SQL Injections on Referer Header exploitable via Time-Based method,High,https://hackerone.com/reports/1018621
[SQLI ]Time  Bassed Injection at ██████████ via referer header,High,https://hackerone.com/reports/995122
SQLi in login form of █████,Critical,https://hackerone.com/reports/982202
[www.zomato.com] Blind SQL Injection in /php/widgets_handler.php,Critical,https://hackerone.com/reports/836079
[www.zomato.com] Blind SQL Injection in /php/geto2banner,Critical,https://hackerone.com/reports/838855
[www.zomato.com] Abusing LocalParams (city) to Inject SOLR query,Low,https://hackerone.com/reports/844428
Solr Injection in `user_id` parameter at :/v2/leaderboard_v2.json,Critical,https://hackerone.com/reports/952501
Time-base SQL Injection in Search Users,Medium,https://hackerone.com/reports/876800
SQL injection (stacked queries) in the export to Excel functionality on Vidyo Server,High,https://hackerone.com/reports/922567
SQL Injection or Denial of Service due to a Prototype Pollution,Critical,https://hackerone.com/reports/869574
SQL Injection in the `move_papers.php` on the https://██████████,High,https://hackerone.com/reports/491191
Information Disclosure in https://www.rockstargames.com/search,Low,https://hackerone.com/reports/808832
[CRITICAL] Sql Injection on http://axa.dxi.eu,Critical,https://hackerone.com/reports/722145
Followup - SQL Injection - https://██████████/██████/MSI.portal,High,https://hackerone.com/reports/692326
SQL Injection - https://███/█████████/MSI.portal,Medium,https://hackerone.com/reports/674838
SQL Injection in Login Page: https://█████/█████████/login.php,High,https://hackerone.com/reports/447742
 SQL Injection on cookie parameter,High,https://hackerone.com/reports/761304
